Index,Model,Price,specs,gen,Core_Thread,RAM,Storage,Graphics,display,os,Warranty
77,Lenovo IdeaPad Slim 1 82R1004AIN Laptop (AMD Ryzen 5 3500U/ 8GB/ 512GB SSD/ Win11 Home),"₹39,999",61,3rd Gen AMD Ryzen 5 3500U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
78,Asus Vivobook Pro 14 OLED M3400QA-KM512WS Gaming Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11),"₹59,990",72,5th Gen AMD Ryzen 5 5600H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
79,MSI Gaming Crosshair 15 B12UEZ-677IN Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win11 Home/ 6GB Graph),"₹1,11,000",84,12th Gen Intel Core i7 12700H,"14 Cores (6P + 8E), 20 Threads",16 GB DDR4 RAM,1 TB SSD,6 GB NVIDIA GeForce RTX 3060,"15.6 inches, 2560 x 1440 pixels",Windows 11 OS,2 Year Warranty
80,Apple MacBook Pro 2022 Laptop (Apple M2/ 8GB/ 512GB SSD/ macOS),"₹1,39,990",,Apple M2 Apple M2 Chip,Octa Core,8 GB  RAM,512 GB SSD,10 Core GPU,"13.3 inches, 2560 x 1600 pixels",Mac OS,1 Year Warranty
81,Dell G15-5511 Gaming Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹68,990",69,11th Gen Intel Core i5 11260H,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
82,HP 14s-fq1092au Laptop (Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹46,329",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
83,Asus VivoBook 15 X515EA-EJ322WS Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹38,290",,11th Gen intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4  RAM,512 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
84,HP Victus 16-e0162AX Gaming Laptop (Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win10/ 4GB Graph),"₹56,960",65,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB AMD Radeon RX 5500M,"16.1 inches, 1920 x 1080 pixels",Windows 10  OS,1 Year Warranty
85,Xiaomi Mi Notebook Pro 14 Laptop (11th Gen Core i5/ 16GB/ 512GB SSD/ Win10),"₹57,990",62,11th Gen Intel Core i5 11300H ,"Quad Core, 8 Threads",16 GB DDR4  RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2560 x 1600 pixels",Windows 10  OS,1 Year Warranty
86,HP 245 G8 689T3PA Laptop (AMD Ryzen 3 3250U/ 8GB/ 512 GB SSD/ Win11 Home),"₹27,989",,3rd Gen AMD Ryzen 3 3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
87,Asus VivoBook 15 X1500EA-EJ701W Laptop (11th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹56,490",63,11th Gen Intel Core i7 1165G7,"Quad Core, 8 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
88,Lenovo IdeaPad Gaming 3 82K1017WIN Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹52,900",71,11th Gen Intel Core i5 11300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
89,Samsung Galaxy Book 2 NP550XED-KA3IN Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹72,990",63,11th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB LPDDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
90,Asus VivoBook 14 X415JA-EK522WS Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),"₹41,990",60,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel UHD,"14 inches, 1920 x 1080 pixels",Windows 11 OS,Backlit Keyboard
91,Acer Aspire 7 A715-51G NH.QGCSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹69,990",74,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
92,Acer Aspire 3 A315-59 Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹39,990",,12th Gen Intel Core i3 1215U,"Hexa Core (2P + 4E), 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
93,Asus TUF Dash F15 2022 FX517ZC-HN108WS Gaming Laptop (12th Gen Core i7/ 16GB/1TB SSD/ Win11 Home/ 4GB Graph),"₹99,500",76,12th Gen Intel Core i7 12650H,"10 Cores (6P + 4E), 16 Threads",16 GB DDR5 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
94,HP 15s-ey1508AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11 Home),"₹29,990",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Radeon,"15.6 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
95,Asus Vivobook 15 2022 X1502ZA-EZ311WS Touch Laptop (12th Gen Core i3/ 8GB/ 512GB SSD/ Win11),"₹45,649",,12th Gen Intel Core i3 1220P,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
96,Lenovo IdeaPad Slim 3 82KU017EIN Laptop (AMD Ryzen 5 5500U/ 8GB/ 512GB SSD/ Win11 Home),"₹48,990",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
97,HP Pavilion 15s-fq5112TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹63,800",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
98,Asus TUF Gaming F15 (2022) FX507ZE-HN038W Gaming Laptop (12th Gen Core i7/ 16GB/512GB SSD/ Win11 / 4GB Graph),"₹98,000",79,12th Gen Intel Core i7 12700H ,"14 Cores, 20 Threads",16 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050-Ti,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
99,HP 15s-fq2671TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹39,990",,Intel Core i3 1115G4 ,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
100,Acer Aspire 7 A715-75G NH.QGBSI.001 Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹57,990",69,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
101,Lenovo IdeaPad Gaming 3 82K201ULIN Laptop (Ryzen 5 5600H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹66,829",75,5th Gen AMD Ryzen 5  5600H ,"Hexa Core, 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
102,Asus TUF Gaming F15 FX506LHB-HN355WS Gaming Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹56,199",63,10th Gen Intel Core i5 10300H,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
103,Lenovo V15-IGL 82C3A008IH Laptop (Celeron N4020/ 4GB/ 256GB SSD/ DOS),"₹19,990",,Intel Celeron  N4020 ,"Dual Core, 2 Threads",4 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",DOS OS,1 Year Warranty
104,HP Pavilion 15-eg2002TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹70,990",65,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xᵉ Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
105,Samsung Galaxy Book2 Pro 360 15 Laptop (12th Gen Core i7/ 16GB/ 512GB SSD/ Win11),"₹1,29,990",74,12th Gen Intel Core i7 1260P ,"Octa Core, 16 Threads",16 GB LPDDR5 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1080 x 1920 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
106,Asus Vivobook 13 Slate OLED T3300KA-LQ122WS Laptop (Pentium Silver N6000/ 4GB/ 128GB eMMC/ Win11 Home),"₹29,990",,Intel Pentium Silver  N6000,"Quad Core, 4 Threads",4 GB LPDDR4X  RAM,128 GB Hard Disk,Intel UHD Graphics,"13.3 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
107,HP 15s-eq2143au Laptop (Ryzen 3 5300U/ 8GB/ 512GB SSD/ Windows 11 Home),"₹38,390",,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows OS,1 Year Warranty
108,Infinix INBook X1 XL11 Laptop (10th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹37,490",,10th Gen Intel Core i5 1035G1,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated UHD,"14 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
109,HP 15s-fq2717TU Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹41,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
110,HP Pavilion 15-eg2091TU Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹74,070",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
111,Asus VivoBook 15 X1500EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹46,890",,11th Gen Intel Core i5 1135G7 ,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics ,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
112,Asus Chromebook Flip C214MA-BU0704 Laptop (Celeron N4020/ 4GB/ 32GB eMMC/ Chrome OS),"₹15,990",,Intel Celeron  N4020,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,32 GB Hard Disk,Intel Integrated UHD 600,"11.6 inches, 1366 x 768 pixels",Chrome OS,1 Year Warranty
113,Lenovo IdeaPad Gaming 3 15IAH7 82S900R6IN Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹80,990",75,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
114,Acer One 14 Z2-493 Laptop (AMD Ryzen 3 3250U/ 8GB/ 256GB SSD/ Win11),"₹29,990",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
115,Dell Inspiron 3525 D560789WIN9S Laptop (AMD Ryzen 5-5625U/ 8GB/ 512GB SSD/ Win11),"₹52,490",68,5th Gen AMD Ryzen 5 5625U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
116,Acer Extensa 15 EX215-54 Laptop (11th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,300",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
117,Asus VivoBook 15 X515EA-EJ522WS Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹50,990",61,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
118,Acer Aspire 5 A515-57G Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹59,999",67,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 2050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
119,HP 255 G8 62Y23PA Laptop (Ryzen 3 3250U/ 8GB/512GB SSD/ Win11 Home),"₹31,999",,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Vega 8 Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
120,Lenovo Ideapad Slim 3 81WB01EBIN Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹36,490",60,10th Gen Intel Core i3 10110U,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
121,Asus Vivobook S14 OLED S3402ZA-KM501WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹74,990",63,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
122,Samsung Galaxy Book2 15 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹61,990",60,12th Gen Intel Core i5 1235U ,"10 Cores, 12 Threads",8 GB LPDDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
123,Dell Inspiron 3525 Laptop (Athlon Silver 3050U/ 8GB/ 256GB SSD/ Win11),"₹31,900",,3rd Gen AMD Athlon Silver 3050U ,"Dual Core, 2 Threads",8 GB DDR4  RAM,256 GB SSD,AMD Radeon Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
124,Dell Vostro 3510 Laptop (11th Gen Core i3/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹37,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
125,Asus VivoBook K15 OLED KM513UA-L503WS Laptop (Ryzen 5 5500U/ 8GB/ 1TB 256GB SSD/ Win11 Home),"₹53,990",65,5th Gen AMD Ryzen 5  5500U,"Hexa Core, 12 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,AMD Radeon AMD,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS
126,HP Pavilion 15-EC2146AX Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win 11 Home/ 4GB Graph),"₹73,829",72,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
127,Apple MacBook Pro 14 inch MKGP3HN Laptop (M1 Pro 8-core CPU/ 16GB/ 512GB SSD/ Mac OS Monterey/ 14-core GPU),"₹1,71,594",,Apple M1 Pro M1 Pro,Octa Core (6P + 2E),16 GB Unified Memory RAM,512 GB SSD,14-Core GPU,"14.2 inches, 3024 x 1964 pixels",Mac OS,1 Year Warranty
128,Asus Chromebooks C523NA-BR0300 Laptop (Celeron Dual Core/ 4GB/ 64GB eMMC/ Chrome OS),"₹16,990",,Intel Celeron  N3350,"Dual Core, 2 Threads",4 GB LPDDR4X RAM,Intel Integrated HD 500,"15.6 inches, 1366 x 768 pixels",Chrome OS,1 Year Warranty,Backlit Keyboard
129,HP 15s-GR0012AU Laptop (AMD Ryzen 3 3250U/ 8GB/ 1TB 256GB SSD/ Win10 Home),"₹44,990",62,3rd Gen AMD Ryzen 3  3250U,"Dual Core, 4 Threads",8 GB DDR4 RAM,1 TB Hard Disk,256 GB SSD,AMD Radeon Vega 6,"15.6 inches, 1920 x 1080 pixels",Windows 10 OS
130,HP 247 G8 600A9PA Laptop (AMD Ryzen 3 5300U/ 8GB/ 512GB SSD/ Win11),"₹32,999",61,5th Gen AMD Ryzen 3  5300U,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
131,Dell Latitude 3430 Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Pro),"₹1,08,000",,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1366 x 768 pixels",Windows 11 OS,1 Year Warranty
132,Infinix INBook X2 Plus XL25 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win 11 Home),"₹47,990",,11th Gen Intel Core i5 1155G7,"Quad Core, 8 Threads",8 GB LPDDR4X RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
133,HP Victus 15-fa0092TX Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹81,990",69,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
134,Lenovo IdeaPad Gaming 3 82K201V2IN Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",74,5th Gen AMD Ryzen 7  5800H,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
135,Lenovo IdeaPad Gaming 3 82K201YAIN Laptop (AMD Ryzen 5 5600H/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹51,018",69,5th Gen AMD Ryzen 5  5600H,"Hexa Core, 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
136,HP Omen 16-n0079AX Gaming Laptop (AMD Ryzen 7 6800H/ 16GB/ 512GB SSD/ Win11/ 8GB Graph),"₹1,04,990",81,6th Gen AMD Ryzen 7  6800H,"Octa Core, 16 Threads",16 GB DDR5 RAM,512 GB SSD,8 GB AMD Radeon RX 6650M,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
137,Asus VivoBook 14 2022 X1402ZA-MW511WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11 Home),"₹66,990",74,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"14 inches, 1920 x 1080 pixels, Touch Screen",Windows 11 OS,1 Year Warranty
138,MSI Thin GF63 12HW-004IN Gaming Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹73,490",60,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated ARC,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,2 Year Warranty
139,Asus VivoBook 15 X515JA-EJ382WS Laptop (10th Gen Core i3/ 8GB/ 512GB SSD/ Win11 Home),"₹33,640",,10th Gen Intel Core i3 1005G1,"Dual Core, 4 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated UHD,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
140,Asus Vivobook Pro 15 OLED M6500IH-L1701WS Laptop (Ryzen 7-4800H/ 16GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹65,990",68,4th Gen AMD Ryzen 7  4800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650 Max Q,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
141,HP 14s-dy2507TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Win11 Home),"₹35,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel Integrated UHD Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
142,HP 15s-fr2514TU Laptop (11th Gen Core i3/ 8GB/ 256GB SSD/ Windows 11 Home),"₹38,990",,11th Gen Intel Core i3 1115G4,"Dual Core, 4 Threads",8 GB DDR4 RAM,256 GB SSD,Intel UHD Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
143,HP Victus 15-fa0350TX Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home/ 4GB Graph),"₹76,990",75,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
144,Asus ROG Strix G17 2022 G713IE-HX040W Gaming Laptop (AMD Ryzen 7 4800H/ 16GB/ 1TB SSD/ Win11 Home/ 4GB Graph),"₹90,990",75,4th Gen AMD Ryzen 7 4800H ,"Octa Core, 16 Threads",16 GB DDR4 RAM,1 TB SSD,4 GB NVIDIA GeForce RTX 3050 Ti,"17.3 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
145,HP Victus 16-e0650AX Gaming Laptop (AMD Ryzen 7 5800H/ 8GB/ 512GB SSD/ Win11/ 4GB Graph),"₹68,499",74,5th Gen AMD Ryzen 7 5800H ,"Octa Core, 16 Threads",8 GB DDR4 RAM,512 GB SSD,4 GB NVIDIA GeForce GTX 1650,"16.1 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
146,Asus TUF Dash F15 2022 FX517ZC-HN035WS Gaming Laptop (12th Gen Core i5/ 8GB/512GB SSD/ Win11 Home/ 4GB Graph),"₹75,990",72,12th Gen Intel Core i5 12450H,"Octa Core (4P + 4E), 12 Threads",8 GB DDR5 RAM,512 GB SSD,4 GB NVIDIA GeForce RTX 3050,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
147,Asus Vivobook Pro 14 OLED M3400QA-KM702WS Gaming Laptop (Ryzen 7 5800H/ 16GB/ 512GB SSD/ Win11),"₹64,990",71,5th Gen AMD Ryzen 7 5800H,"Octa Core, 16 Threads",16 GB DDR4 RAM,512 GB SSD,AMD Radeon Graphics,"14 inches, 2880 x 1800 pixels",Windows 11 OS,1 Year Warranty
148,HP Pavilion 15-eg2039TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),"₹90,550",66,12th Gen Intel Core i7 1260P,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
149,Asus Vivobook S15 OLED S3502ZA-L502WS Laptop (12th Gen Core i5/ 16GB/ 512GB SSD/ Win11),"₹72,990",65,12th Gen Intel Core i5 12500H,"12 Cores (4P + 8E), 16 Threads",16 GB DDR4 RAM,512 GB SSD,Intel Iris XE Graphics,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
150,HP Pavilion 14-dv2053TU Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win 11),"₹62,500",60,12th Gen Intel Core i5 1235U,"10 Cores (2P + 8E), 12 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
151,HP Pavilion 14-dv2015TU Laptop (12th Gen Core i7/ 16GB/ 1TB SSD/ Win 11),"₹87,028",65,12th Gen Intel Core i7 1255U,"10 Cores (2P + 8E), 12 Threads",16 GB DDR4 RAM,1 TB SSD,Intel Iris Xe Graphics,"14 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
152,Asus Vivobook 15 2022 X1502ZA-BQ502WS Laptop (12th Gen Core i5/ 8GB/ 512GB SSD/ Win11 Home),"₹56,825",63,12th Gen Intel Core i5 1240P,"12 Cores (4P + 8E), 16 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Integrated Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11 OS,1 Year Warranty
153,Acer Aspire 3 A315-58 Laptop (11th Gen Core i5/ 8GB/ 512GB SSD/ Win11),"₹43,490",,11th Gen Intel Core i5 1135G7,"Quad Core, 8 Threads",8 GB DDR4 RAM,512 GB SSD,Intel Iris Xe,"15.6 inches, 1920 x 1080 pixels",Windows 11  OS,1 Year Warranty
